域名,状态,过期日期,剩余天数,备注
to.uk,registered,19-Aug-2026,282,正常注册
tp.uk,suspended,28-Sep-2025,-43,已暂停，可能即将删除
tq.uk,expiring_soon,16-Jan-2026,67,即将到期（67天）
tr.uk,registered,30-Mar-2026,140,正常注册
ts.uk,registered,22-Apr-2030,1624,正常注册
tt.uk,registered,23-Oct-2034,3269,正常注册
tu.uk,registered,10-Jun-2026,212,正常注册
tv.uk,suspended,19-Jun-2026,221,已暂停，可能即将删除
tw.uk,registered,05-Jul-2026,237,正常注册
tx.uk,registered,30-Oct-2030,1815,正常注册
ty.uk,registered,19-Aug-2026,282,正常注册
tz.uk,registered,10-Jun-2032,2404,正常注册
u0.uk,registered,03-May-2026,174,正常注册
u1.uk,registered,25-Jun-2026,227,正常注册
u2.uk,registered,23-Aug-2027,651,正常注册
u3.uk,registered,30-Oct-2026,354,正常注册
u4.uk,registered,30-Oct-2026,354,正常注册
u5.uk,registered,17-Jul-2026,249,正常注册
u6.uk,registered,30-Oct-2026,354,正常注册
u7.uk,registered,30-Oct-2026,354,正常注册
u8.uk,registered,30-Oct-2026,354,正常注册
u9.uk,registered,30-Oct-2026,354,正常注册
ua.uk,registered,24-Apr-2026,165,正常注册
ub.uk,registered,16-Oct-2026,340,正常注册
uc.uk,registered,25-Jun-2026,227,正常注册
ud.uk,registered,10-Jun-2032,2404,正常注册
ue.uk,registered,10-Jun-2027,577,正常注册
uf.uk,registered,25-Jun-2026,227,正常注册
ug.uk,registered,19-Aug-2026,282,正常注册
uh.uk,registered,10-Jun-2029,1308,正常注册
ui.uk,registered,19-Aug-2027,647,正常注册
uj.uk,registered,02-May-2030,1634,正常注册
uk.uk,parse_error,,,无法解析域名
ul.uk,registered,19-Aug-2026,282,正常注册
um.uk,registered,10-Jun-2027,577,正常注册
un.uk,registered,10-Jun-2032,2404,正常注册
uo.uk,registered,13-Jun-2026,215,正常注册
up.uk,registered,20-Nov-2033,2932,正常注册
uq.uk,registered,10-Jun-2032,2404,正常注册
ur.uk,registered,10-Jun-2035,3499,正常注册
us.uk,registered,10-Jun-2032,2404,正常注册
ut.uk,registered,25-Jun-2026,227,正常注册
uu.uk,registered,10-Jun-2026,212,正常注册
uv.uk,registered,10-Jun-2028,943,正常注册
uw.uk,registered,10-Jun-2031,2038,正常注册
ux.uk,registered,10-Jun-2027,577,正常注册
uy.uk,registered,10-Jun-2032,2404,正常注册
uz.uk,registered,10-Jun-2032,2404,正常注册
v0.uk,registered,03-May-2026,174,正常注册
v1.uk,registered,25-Jun-2026,227,正常注册
v2.uk,registered,15-Mar-2027,490,正常注册
v3.uk,expiring_soon,27-Jan-2026,78,即将到期（78天）
v4.uk,registered,05-Jul-2026,237,正常注册
v5.uk,registered,02-Jul-2026,234,正常注册
v6.uk,registered,05-Jul-2026,237,正常注册
v7.uk,registered,30-Oct-2026,354,正常注册
v8.uk,registered,23-Aug-2027,651,正常注册
v9.uk,registered,30-Oct-2026,354,正常注册
va.uk,expiring_soon,03-Feb-2026,85,即将到期（85天）
vb.uk,registered,14-Jun-2026,216,正常注册
vc.uk,registered,10-Jun-2032,2404,正常注册
vd.uk,registered,10-Jun-2027,577,正常注册
ve.uk,registered,10-Jun-2032,2404,正常注册
vf.uk,registered,10-Jun-2032,2404,正常注册
vg.uk,registered,10-Jun-2032,2404,正常注册
vh.uk,registered,08-Jul-2026,240,正常注册
vi.uk,registered,15-Sep-2026,309,正常注册
vj.uk,registered,08-Jul-2026,240,正常注册
vk.uk,registered,10-Jun-2032,2404,正常注册
vl.uk,registered,05-Jul-2035,3524,正常注册
vm.uk,registered,10-Jun-2032,2404,正常注册
vn.uk,registered,10-Jun-2032,2404,正常注册
vo.uk,registered,10-Jun-2027,577,正常注册
vp.uk,registered,12-Jun-2026,214,正常注册
vq.uk,registered,04-Feb-2031,1912,正常注册
vr.uk,registered,10-Jun-2032,2404,正常注册
vs.uk,registered,10-Jun-2026,212,正常注册
vt.uk,registered,08-Jul-2026,240,正常注册
vu.uk,registered,29-May-2027,565,正常注册
vv.uk,registered,10-Jun-2026,212,正常注册
vw.uk,registered,19-Jun-2027,586,正常注册
vx.uk,registered,30-Oct-2030,1815,正常注册
vy.uk,registered,10-Jun-2032,2404,正常注册
vz.uk,registered,10-Jun-2032,2404,正常注册
w0.uk,registered,03-May-2026,174,正常注册
w1.uk,registered,25-Jun-2026,227,正常注册
w2.uk,registered,23-Jul-2026,255,正常注册
w3.uk,registered,12-Jun-2026,214,正常注册
w4.uk,registered,23-Feb-2026,105,正常注册
w5.uk,expiring_soon,02-Feb-2026,84,即将到期（84天）
w6.uk,expiring_soon,30-Oct-2025,-11,即将到期（-11天）
w7.uk,expiring_soon,30-Oct-2025,-11,即将到期（-11天）
w8.uk,registered,27-Oct-2026,351,正常注册
w9.uk,registered,05-Jun-2026,207,正常注册
wa.uk,registered,24-Jun-2026,226,正常注册
wb.uk,registered,03-Sep-2026,297,正常注册
wc.uk,registered,30-Oct-2030,1815,正常注册
wd.uk,registered,05-May-2026,176,正常注册
we.uk,registered,10-Jun-2032,2404,正常注册
wf.uk,registered,19-Jun-2032,2413,正常注册
wg.uk,registered,25-Jun-2026,227,正常注册
wh.uk,registered,10-Jun-2032,2404,正常注册
wi.uk,registered,10-Jun-2032,2404,正常注册
wj.uk,registered,11-Jun-2026,213,正常注册
wk.uk,registered,10-Jun-2032,2404,正常注册
wl.uk,registered,10-Jun-2032,2404,正常注册
wm.uk,registered,13-Jun-2026,215,正常注册
wn.uk,registered,03-Sep-2026,297,正常注册
wo.uk,registered,10-Jun-2032,2404,正常注册
wp.uk,registered,10-Jun-2032,2404,正常注册
wq.uk,registered,10-Jun-2032,2404,正常注册
wr.uk,registered,08-Jul-2026,240,正常注册
ws.uk,registered,10-Jun-2032,2404,正常注册
wt.uk,registered,03-Sep-2026,297,正常注册
wu.uk,registered,10-Jun-2030,1673,正常注册
wv.uk,registered,10-Jun-2032,2404,正常注册
ww.uk,registered,10-Jun-2031,2038,正常注册
wx.uk,registered,30-Oct-2030,1815,正常注册
wy.uk,registered,15-May-2027,551,正常注册
wz.uk,registered,10-Jun-2032,2404,正常注册
x0.uk,registered,03-May-2026,174,正常注册
x1.uk,registered,25-Jun-2026,227,正常注册
x2.uk,registered,06-Sep-2026,300,正常注册
x3.uk,registered,30-Oct-2026,354,正常注册
x4.uk,registered,30-Oct-2026,354,正常注册
x5.uk,registered,30-Oct-2026,354,正常注册
x6.uk,expiring_soon,30-Oct-2025,-11,即将到期（-11天）
x7.uk,registered,30-Oct-2026,354,正常注册
x8.uk,registered,30-Oct-2026,354,正常注册
x9.uk,registered,30-Oct-2032,2546,正常注册
xa.uk,registered,10-Jun-2032,2404,正常注册
xb.uk,registered,10-Jun-2032,2404,正常注册
xc.uk,registered,25-Jun-2026,227,正常注册
xd.uk,registered,10-Jun-2032,2404,正常注册
xe.uk,registered,10-Jun-2032,2404,正常注册
xf.uk,registered,10-Jun-2032,2404,正常注册
xg.uk,registered,19-Aug-2026,282,正常注册
xh.uk,registered,10-Jun-2032,2404,正常注册
xi.uk,registered,10-Jun-2027,577,正常注册
xj.uk,registered,18-Mar-2029,1224,正常注册
xk.uk,registered,10-Jun-2032,2404,正常注册
xl.uk,registered,16-Jun-2026,218,正常注册
xm.uk,registered,10-Jun-2031,2038,正常注册
xn.uk,registered,10-Jun-2032,2404,正常注册
xo.uk,registered,10-Jun-2027,577,正常注册
xp.uk,registered,10-Jun-2027,577,正常注册
xq.uk,registered,10-Jun-2032,2404,正常注册
xr.uk,registered,10-Jun-2032,2404,正常注册
xs.uk,registered,10-Jan-2027,426,正常注册
xt.uk,registered,10-Jun-2032,2404,正常注册
xu.uk,registered,10-Jun-2030,1673,正常注册
xv.uk,registered,10-Jun-2027,577,正常注册
xw.uk,registered,10-Jun-2032,2404,正常注册
xx.uk,registered,10-Jun-2027,577,正常注册
xy.uk,registered,10-Jun-2027,577,正常注册
xz.uk,registered,10-Jun-2032,2404,正常注册
y0.uk,registered,03-May-2026,174,正常注册
y1.uk,registered,25-Jun-2026,227,正常注册
y2.uk,registered,03-May-2026,174,正常注册
y3.uk,registered,30-Oct-2029,1450,正常注册
y4.uk,registered,30-Oct-2027,719,正常注册
y5.uk,registered,30-Oct-2026,354,正常注册
y6.uk,registered,30-Oct-2026,354,正常注册
y7.uk,expiring_soon,30-Oct-2025,-11,即将到期（-11天）
y8.uk,registered,30-Oct-2029,1450,正常注册
y9.uk,registered,30-Oct-2026,354,正常注册
ya.uk,registered,25-Jun-2028,958,正常注册
yb.uk,registered,10-Jun-2027,577,正常注册
yc.uk,registered,10-Jun-2027,577,正常注册
yd.uk,registered,10-Jun-2026,212,正常注册
ye.uk,registered,08-Oct-2026,332,正常注册
yf.uk,registered,10-Jun-2032,2404,正常注册
yg.uk,registered,10-Jun-2032,2404,正常注册
yh.uk,registered,10-Jun-2032,2404,正常注册
yi.uk,registered,10-Jun-2026,212,正常注册
yj.uk,registered,10-Jun-2032,2404,正常注册
yk.uk,registered,10-Jun-2032,2404,正常注册
yl.uk,registered,10-Jun-2032,2404,正常注册
ym.uk,registered,10-Jun-2032,2404,正常注册
yn.uk,registered,10-Jun-2032,2404,正常注册
yo.uk,registered,25-Jun-2027,592,正常注册
yp.uk,registered,05-Jul-2026,237,正常注册
yq.uk,registered,10-Jun-2032,2404,正常注册
yr.uk,registered,10-Jun-2032,2404,正常注册
ys.uk,registered,30-Mar-2026,140,正常注册
yt.uk,registered,18-Mar-2026,128,正常注册
yu.uk,registered,10-Jun-2030,1673,正常注册
yv.uk,registered,10-Jun-2032,2404,正常注册
yw.uk,registered,29-Jul-2026,261,正常注册
yx.uk,registered,30-Oct-2030,1815,正常注册
yy.uk,registered,10-Jun-2027,577,正常注册
yz.uk,registered,10-Jun-2032,2404,正常注册
z0.uk,registered,03-May-2026,174,正常注册
z1.uk,registered,25-Jun-2026,227,正常注册
z2.uk,registered,17-Jun-2026,219,正常注册
z3.uk,registered,23-Nov-2032,2570,正常注册
z4.uk,registered,24-Jun-2026,226,正常注册
z5.uk,registered,20-May-2026,191,正常注册
z6.uk,registered,10-Jun-2027,577,正常注册
z7.uk,registered,05-Jul-2026,237,正常注册
z8.uk,registered,27-Oct-2027,716,正常注册
z9.uk,registered,30-Oct-2026,354,正常注册
za.uk,registered,10-Jun-2032,2404,正常注册
zb.uk,registered,10-Jun-2032,2404,正常注册
zc.uk,registered,10-Jun-2032,2404,正常注册
zd.uk,registered,03-Sep-2026,297,正常注册
ze.uk,registered,26-Mar-2026,136,正常注册
zf.uk,registered,24-Jun-2026,226,正常注册
zg.uk,registered,10-Jun-2030,1673,正常注册
zh.uk,registered,10-Jun-2032,2404,正常注册
zi.uk,registered,10-Jun-2032,2404,正常注册
zj.uk,registered,10-Jun-2032,2404,正常注册
zk.uk,registered,03-Sep-2026,297,正常注册
zl.uk,registered,10-Jun-2032,2404,正常注册
zm.uk,registered,03-Sep-2026,297,正常注册
zn.uk,registered,10-Jun-2032,2404,正常注册
zo.uk,registered,10-Jun-2032,2404,正常注册
zp.uk,registered,10-Jun-2032,2404,正常注册
zq.uk,registered,10-Jun-2032,2404,正常注册
zr.uk,registered,10-Jun-2032,2404,正常注册
zs.uk,registered,10-Jun-2032,2404,正常注册
zt.uk,registered,10-Jun-2032,2404,正常注册
zu.uk,registered,03-Sep-2026,297,正常注册
zv.uk,registered,10-Jun-2032,2404,正常注册
zw.uk,registered,10-Jun-2032,2404,正常注册
zx.uk,registered,30-Oct-2030,1815,正常注册
zy.uk,registered,14-Jul-2026,246,正常注册
zz.uk,registered,05-Jul-2035,3524,正常注册
