域名,状态,过期日期,剩余天数,备注
qo.cz,registered,02.04.2026,143,正常注册，143天后到期
qp.cz,registered,09.12.2028,1125,正常注册，1125天后到期
qq.cz,registered,09.09.2029,1399,正常注册，1399天后到期
qr.cz,expired,24.10.2025,-17,已过期（17天前）
qs.cz,registered,10.10.2026,334,正常注册，334天后到期
qt.cz,registered,03.05.2026,174,正常注册，174天后到期
qu.cz,registered,26.01.2026,77,正常注册，77天后到期
qv.cz,registered,19.02.2026,101,正常注册，101天后到期
qw.cz,registered,25.10.2026,349,正常注册，349天后到期
qx.cz,registered,12.10.2026,336,正常注册，336天后到期
qy.cz,registered,26.01.2026,77,正常注册，77天后到期
qz.cz,registered,05.04.2026,146,正常注册，146天后到期
r0.cz,registered,21.04.2026,162,正常注册，162天后到期
r1.cz,registered,10.08.2026,273,正常注册，273天后到期
r2.cz,registered,04.11.2026,359,正常注册，359天后到期
r3.cz,registered,11.03.2026,121,正常注册，121天后到期
r4.cz,registered,29.12.2028,1145,正常注册，1145天后到期
r5.cz,registered,23.08.2026,286,正常注册，286天后到期
r6.cz,registered,10.03.2026,120,正常注册，120天后到期
r7.cz,registered,21.04.2026,162,正常注册，162天后到期
r8.cz,registered,30.01.2026,81,正常注册，81天后到期
r9.cz,registered,23.05.2026,194,正常注册，194天后到期
ra.cz,registered,20.01.2026,71,正常注册，71天后到期
rb.cz,registered,07.10.2026,331,正常注册，331天后到期
rc.cz,registered,30.05.2026,201,正常注册，201天后到期
rd.cz,registered,09.02.2026,91,正常注册，91天后到期
re.cz,registered,18.03.2026,128,正常注册，128天后到期
rf.cz,expiring_soon,15.12.2025,35,即将到期（35天）
rg.cz,registered,24.02.2026,106,正常注册，106天后到期
rh.cz,registered,04.04.2026,145,正常注册，145天后到期
ri.cz,registered,26.11.2026,381,正常注册，381天后到期
rj.cz,registered,26.06.2026,228,正常注册，228天后到期
rk.cz,expiring_soon,05.12.2025,25,即将到期（25天）
rl.cz,registered,06.10.2026,330,正常注册，330天后到期
rm.cz,registered,28.10.2028,1083,正常注册，1083天后到期
rn.cz,registered,29.06.2026,231,正常注册，231天后到期
ro.cz,registered,24.03.2026,134,正常注册，134天后到期
rp.cz,registered,14.11.2026,369,正常注册，369天后到期
rq.cz,registered,20.08.2026,283,正常注册，283天后到期
rr.cz,expired,11.10.2025,-30,已过期（30天前）
rs.cz,expiring_soon,17.12.2025,37,即将到期（37天）
rt.cz,registered,10.06.2026,212,正常注册，212天后到期
ru.cz,registered,10.03.2026,120,正常注册，120天后到期
rv.cz,registered,03.10.2026,327,正常注册，327天后到期
rw.cz,registered,24.03.2032,2326,正常注册，2326天后到期
rx.cz,registered,22.11.2026,377,正常注册，377天后到期
ry.cz,registered,27.01.2034,3000,正常注册，3000天后到期
rz.cz,registered,04.10.2026,328,正常注册，328天后到期
s0.cz,registered,21.04.2026,162,正常注册，162天后到期
s1.cz,registered,24.10.2026,348,正常注册，348天后到期
s2.cz,registered,26.08.2034,3211,正常注册，3211天后到期
s3.cz,registered,09.09.2026,303,正常注册，303天后到期
s4.cz,registered,09.09.2026,303,正常注册，303天后到期
s5.cz,registered,23.07.2026,255,正常注册，255天后到期
s6.cz,registered,30.01.2026,81,正常注册，81天后到期
s7.cz,registered,30.01.2026,81,正常注册，81天后到期
s8.cz,registered,30.01.2026,81,正常注册，81天后到期
s9.cz,registered,09.07.2026,241,正常注册，241天后到期
sa.cz,registered,19.03.2026,129,正常注册，129天后到期
sb.cz,registered,19.03.2026,129,正常注册，129天后到期
sc.cz,registered,31.03.2026,141,正常注册，141天后到期
sd.cz,registered,10.03.2030,1581,正常注册，1581天后到期
se.cz,registered,24.03.2026,134,正常注册，134天后到期
sf.cz,registered,10.10.2026,334,正常注册，334天后到期
sg.cz,registered,09.05.2026,180,正常注册，180天后到期
sh.cz,registered,09.05.2031,2006,正常注册，2006天后到期
si.cz,registered,18.03.2026,128,正常注册，128天后到期
sj.cz,registered,29.06.2026,231,正常注册，231天后到期
sk.cz,registered,24.03.2032,2326,正常注册，2326天后到期
sl.cz,registered,20.08.2026,283,正常注册，283天后到期
sm.cz,registered,18.03.2026,128,正常注册，128天后到期
sn.cz,registered,12.03.2026,122,正常注册，122天后到期
so.cz,registered,31.03.2026,141,正常注册，141天后到期
sp.cz,registered,21.10.2027,710,正常注册，710天后到期
sq.cz,registered,23.09.2026,317,正常注册，317天后到期
sr.cz,registered,01.05.2026,172,正常注册，172天后到期
ss.cz,registered,11.05.2026,182,正常注册，182天后到期
st.cz,registered,09.05.2026,180,正常注册，180天后到期
su.cz,registered,20.02.2026,102,正常注册，102天后到期
sv.cz,registered,28.02.2026,110,正常注册，110天后到期
sw.cz,registered,10.10.2026,334,正常注册，334天后到期
sx.cz,registered,26.04.2026,167,正常注册，167天后到期
sy.cz,registered,09.05.2026,180,正常注册，180天后到期
sz.cz,registered,07.03.2026,117,正常注册，117天后到期
t0.cz,expiring_soon,29.12.2025,49,即将到期（49天）
t1.cz,registered,20.09.2028,1045,正常注册，1045天后到期
t2.cz,registered,10.01.2026,61,正常注册，61天后到期
t3.cz,registered,29.12.2030,1875,正常注册，1875天后到期
t4.cz,registered,30.01.2026,81,正常注册，81天后到期
t5.cz,expiring_soon,10.12.2025,30,即将到期（30天）
t6.cz,registered,26.01.2026,77,正常注册，77天后到期
t7.cz,registered,26.01.2027,442,正常注册，442天后到期
t8.cz,registered,01.12.2026,386,正常注册，386天后到期
t9.cz,registered,26.01.2027,442,正常注册，442天后到期
ta.cz,registered,28.09.2026,322,正常注册，322天后到期
tb.cz,expiring_soon,17.12.2025,37,即将到期（37天）
tc.cz,registered,09.05.2026,180,正常注册，180天后到期
td.cz,registered,31.03.2030,1602,正常注册，1602天后到期
te.cz,registered,02.10.2030,1787,正常注册，1787天后到期
tf.cz,registered,09.05.2026,180,正常注册，180天后到期
tg.cz,registered,10.06.2026,212,正常注册，212天后到期
th.cz,registered,31.03.2026,141,正常注册，141天后到期
ti.cz,registered,27.10.2026,351,正常注册，351天后到期
tj.cz,registered,17.03.2027,492,正常注册，492天后到期
tk.cz,registered,09.04.2032,2342,正常注册，2342天后到期
tl.cz,registered,03.11.2026,358,正常注册，358天后到期
tm.cz,registered,07.03.2026,117,正常注册，117天后到期
tn.cz,registered,02.05.2026,173,正常注册，173天后到期
to.cz,registered,18.03.2026,128,正常注册，128天后到期
tp.cz,registered,31.03.2026,141,正常注册，141天后到期
tq.cz,registered,10.05.2026,181,正常注册，181天后到期
tr.cz,registered,31.03.2026,141,正常注册，141天后到期
ts.cz,registered,11.10.2026,335,正常注册，335天后到期
tt.cz,registered,31.03.2026,141,正常注册，141天后到期
tu.cz,registered,10.10.2026,334,正常注册，334天后到期
tv.cz,registered,24.03.2026,134,正常注册，134天后到期
tw.cz,registered,13.09.2026,307,正常注册，307天后到期
tx.cz,expiring_soon,28.12.2025,48,即将到期（48天）
ty.cz,registered,25.05.2028,927,正常注册，927天后到期
tz.cz,registered,18.03.2026,128,正常注册，128天后到期
u0.cz,registered,21.04.2026,162,正常注册，162天后到期
u1.cz,registered,19.01.2026,70,正常注册，70天后到期
u2.cz,registered,12.12.2026,397,正常注册，397天后到期
u3.cz,expiring_soon,17.11.2025,7,即将到期（7天）
u4.cz,registered,30.01.2026,81,正常注册，81天后到期
u5.cz,registered,30.01.2026,81,正常注册，81天后到期
u6.cz,registered,30.01.2026,81,正常注册，81天后到期
u7.cz,registered,30.01.2026,81,正常注册，81天后到期
u8.cz,registered,30.01.2026,81,正常注册，81天后到期
u9.cz,registered,04.07.2026,236,正常注册，236天后到期
ua.cz,registered,10.03.2026,120,正常注册，120天后到期
ub.cz,registered,28.10.2026,352,正常注册，352天后到期
uc.cz,registered,12.06.2026,214,正常注册，214天后到期
ud.cz,registered,26.01.2027,442,正常注册，442天后到期
ue.cz,registered,08.06.2026,210,正常注册，210天后到期
uf.cz,registered,12.05.2026,183,正常注册，183天后到期
ug.cz,registered,07.03.2026,117,正常注册，117天后到期
uh.cz,registered,21.10.2026,345,正常注册，345天后到期
ui.cz,registered,21.03.2026,131,正常注册，131天后到期
uj.cz,registered,31.01.2026,82,正常注册，82天后到期
uk.cz,registered,19.06.2030,1682,正常注册，1682天后到期
ul.cz,registered,21.10.2026,345,正常注册，345天后到期
um.cz,registered,31.03.2030,1602,正常注册，1602天后到期
un.cz,registered,14.05.2026,185,正常注册，185天后到期
uo.cz,expiring_soon,14.12.2025,34,即将到期（34天）
up.cz,registered,07.10.2026,331,正常注册，331天后到期
uq.cz,registered,27.01.2026,78,正常注册，78天后到期
ur.cz,registered,27.01.2026,78,正常注册，78天后到期
us.cz,registered,31.03.2026,141,正常注册，141天后到期
ut.cz,registered,17.02.2026,99,正常注册，99天后到期
uu.cz,registered,21.05.2026,192,正常注册，192天后到期
uv.cz,registered,13.02.2026,95,正常注册，95天后到期
uw.cz,registered,25.09.2026,319,正常注册，319天后到期
ux.cz,registered,11.08.2026,274,正常注册，274天后到期
uy.cz,registered,27.01.2026,78,正常注册，78天后到期
uz.cz,registered,19.03.2026,129,正常注册，129天后到期
v0.cz,registered,21.04.2026,162,正常注册，162天后到期
v1.cz,registered,30.10.2026,354,正常注册，354天后到期
v2.cz,registered,04.06.2026,206,正常注册，206天后到期
v3.cz,registered,24.09.2026,318,正常注册，318天后到期
v4.cz,registered,15.09.2026,309,正常注册，309天后到期
v5.cz,registered,11.09.2026,305,正常注册，305天后到期
v6.cz,registered,03.02.2026,85,正常注册，85天后到期
v7.cz,registered,29.07.2026,261,正常注册，261天后到期
v8.cz,registered,25.09.2026,319,正常注册，319天后到期
v9.cz,registered,26.09.2026,320,正常注册，320天后到期
va.cz,registered,07.03.2026,117,正常注册，117天后到期
vb.cz,registered,23.10.2026,347,正常注册，347天后到期
vc.cz,registered,09.05.2026,180,正常注册，180天后到期
vd.cz,registered,24.06.2026,226,正常注册，226天后到期
ve.cz,registered,25.04.2026,166,正常注册，166天后到期
vf.cz,registered,11.10.2026,335,正常注册，335天后到期
vg.cz,registered,12.02.2026,94,正常注册，94天后到期
vh.cz,registered,13.10.2026,337,正常注册，337天后到期
vi.cz,registered,09.05.2026,180,正常注册，180天后到期
vj.cz,expiring_soon,09.01.2026,60,即将到期（60天）
vk.cz,registered,01.03.2026,111,正常注册，111天后到期
vl.cz,registered,21.01.2035,3359,正常注册，3359天后到期
vm.cz,registered,12.10.2026,336,正常注册，336天后到期
vn.cz,registered,03.09.2034,3219,正常注册，3219天后到期
vo.cz,registered,20.10.2027,709,正常注册，709天后到期
vp.cz,registered,29.10.2026,353,正常注册，353天后到期
vq.cz,registered,12.02.2027,459,正常注册，459天后到期
vr.cz,registered,07.04.2026,148,正常注册，148天后到期
vs.cz,registered,11.10.2026,335,正常注册，335天后到期
vt.cz,registered,12.10.2030,1797,正常注册，1797天后到期
vu.cz,expiring_soon,26.11.2025,16,即将到期（16天）
vv.cz,registered,04.05.2026,175,正常注册，175天后到期
vw.cz,registered,06.10.2026,330,正常注册，330天后到期
vx.cz,registered,01.11.2026,356,正常注册，356天后到期
vy.cz,registered,12.05.2026,183,正常注册，183天后到期
vz.cz,registered,20.10.2026,344,正常注册，344天后到期
w0.cz,registered,30.05.2026,201,正常注册，201天后到期
w1.cz,registered,10.06.2026,212,正常注册，212天后到期
w2.cz,registered,21.02.2026,103,正常注册，103天后到期
w3.cz,registered,21.10.2026,345,正常注册，345天后到期
w4.cz,registered,28.02.2026,110,正常注册，110天后到期
w5.cz,registered,30.01.2026,81,正常注册，81天后到期
w6.cz,registered,30.01.2026,81,正常注册，81天后到期
w7.cz,registered,30.01.2026,81,正常注册，81天后到期
w8.cz,registered,21.11.2026,376,正常注册，376天后到期
w9.cz,registered,30.01.2026,81,正常注册，81天后到期
wa.cz,registered,10.05.2026,181,正常注册，181天后到期
wb.cz,registered,10.10.2026,334,正常注册，334天后到期
wc.cz,registered,24.10.2026,348,正常注册，348天后到期
wd.cz,registered,07.10.2026,331,正常注册，331天后到期
we.cz,registered,16.07.2029,1344,正常注册，1344天后到期
wf.cz,registered,31.03.2026,141,正常注册，141天后到期
wg.cz,registered,01.06.2027,568,正常注册，568天后到期
wh.cz,registered,05.06.2026,207,正常注册，207天后到期
wi.cz,registered,28.04.2026,169,正常注册，169天后到期
wj.cz,registered,23.10.2026,347,正常注册，347天后到期
wk.cz,registered,16.02.2026,98,正常注册，98天后到期
wl.cz,registered,02.04.2026,143,正常注册，143天后到期
wm.cz,registered,16.02.2026,98,正常注册，98天后到期
wn.cz,registered,21.04.2026,162,正常注册，162天后到期
wo.cz,registered,15.02.2026,97,正常注册，97天后到期
wp.cz,registered,22.01.2026,73,正常注册，73天后到期
wq.cz,expiring_soon,06.01.2026,57,即将到期（57天）
wr.cz,registered,28.02.2026,110,正常注册，110天后到期
ws.cz,registered,18.03.2026,128,正常注册，128天后到期
wt.cz,registered,05.11.2026,360,正常注册，360天后到期
wu.cz,registered,27.03.2026,137,正常注册，137天后到期
wv.cz,registered,25.08.2026,288,正常注册，288天后到期
ww.cz,registered,23.09.2029,1413,正常注册，1413天后到期
wx.cz,registered,29.06.2026,231,正常注册，231天后到期
wy.cz,registered,18.08.2026,281,正常注册，281天后到期
wz.cz,registered,14.11.2026,369,正常注册，369天后到期
x0.cz,registered,29.01.2026,80,正常注册，80天后到期
x1.cz,registered,21.08.2026,284,正常注册，284天后到期
x2.cz,registered,26.04.2027,532,正常注册，532天后到期
x3.cz,registered,08.03.2026,118,正常注册，118天后到期
x4.cz,registered,15.03.2026,125,正常注册，125天后到期
x5.cz,registered,28.09.2026,322,正常注册，322天后到期
x6.cz,registered,26.09.2026,320,正常注册，320天后到期
x7.cz,registered,03.05.2026,174,正常注册，174天后到期
x8.cz,registered,26.09.2026,320,正常注册，320天后到期
x9.cz,expiring_soon,18.12.2025,38,即将到期（38天）
xa.cz,registered,15.06.2026,217,正常注册，217天后到期
xb.cz,registered,20.11.2027,740,正常注册，740天后到期
xc.cz,registered,11.01.2026,62,正常注册，62天后到期
xd.cz,registered,24.04.2026,165,正常注册，165天后到期
xe.cz,registered,22.10.2026,346,正常注册，346天后到期
xf.cz,registered,26.09.2026,320,正常注册，320天后到期
xg.cz,registered,12.02.2026,94,正常注册，94天后到期
xh.cz,registered,12.02.2031,1920,正常注册，1920天后到期
xi.cz,registered,05.09.2026,299,正常注册，299天后到期
xj.cz,registered,12.02.2026,94,正常注册，94天后到期
xk.cz,registered,03.11.2026,358,正常注册，358天后到期
xl.cz,registered,12.11.2026,367,正常注册，367天后到期
xm.cz,registered,21.06.2029,1319,正常注册，1319天后到期
xn.cz,registered,21.05.2026,192,正常注册，192天后到期
xo.cz,registered,08.12.2026,393,正常注册，393天后到期
xp.cz,registered,30.06.2026,232,正常注册，232天后到期
xq.cz,registered,12.02.2027,459,正常注册，459天后到期
xr.cz,registered,25.11.2026,380,正常注册，380天后到期
xs.cz,expiring_soon,25.11.2025,15,即将到期（15天）
xt.cz,registered,22.01.2026,73,正常注册，73天后到期
xu.cz,registered,12.02.2026,94,正常注册，94天后到期
xv.cz,registered,15.04.2026,156,正常注册，156天后到期
xw.cz,registered,14.06.2026,216,正常注册，216天后到期
xx.cz,registered,06.12.2026,391,正常注册，391天后到期
xy.cz,registered,28.10.2026,352,正常注册，352天后到期
xz.cz,registered,16.07.2026,248,正常注册，248天后到期
y0.cz,registered,04.04.2026,145,正常注册，145天后到期
y1.cz,expiring_soon,04.12.2025,24,即将到期（24天）
y2.cz,registered,06.03.2026,116,正常注册，116天后到期
y3.cz,registered,06.03.2026,116,正常注册，116天后到期
y4.cz,registered,06.03.2026,116,正常注册，116天后到期
y5.cz,registered,06.03.2026,116,正常注册，116天后到期
y6.cz,registered,06.03.2026,116,正常注册，116天后到期
y7.cz,registered,06.03.2026,116,正常注册，116天后到期
y8.cz,expiring_soon,03.01.2026,54,即将到期（54天）
y9.cz,registered,06.05.2026,177,正常注册，177天后到期
ya.cz,registered,12.07.2026,244,正常注册，244天后到期
yb.cz,registered,01.04.2027,507,正常注册，507天后到期
yc.cz,registered,27.03.2026,137,正常注册，137天后到期
yd.cz,parse_error,,,无法解析域名
ye.cz,registered,17.03.2027,492,正常注册，492天后到期
yf.cz,expiring_soon,06.01.2026,57,即将到期（57天）
yg.cz,registered,27.01.2026,78,正常注册，78天后到期
yh.cz,registered,25.01.2026,76,正常注册，76天后到期
yi.cz,registered,27.01.2026,78,正常注册，78天后到期
yj.cz,parse_error,,,无法解析域名
yk.cz,registered,27.01.2026,78,正常注册，78天后到期
yl.cz,registered,27.01.2026,78,正常注册，78天后到期
ym.cz,expiring_soon,11.11.2025,1,即将到期（1天）
yn.cz,registered,27.01.2026,78,正常注册，78天后到期
yo.cz,registered,27.10.2026,351,正常注册，351天后到期
yp.cz,registered,27.10.2026,351,正常注册，351天后到期
yq.cz,registered,04.08.2026,267,正常注册，267天后到期
yr.cz,registered,25.05.2026,196,正常注册，196天后到期
ys.cz,expiring_soon,29.12.2025,49,即将到期（49天）
yt.cz,registered,09.05.2026,180,正常注册，180天后到期
yu.cz,registered,22.07.2026,254,正常注册，254天后到期
yv.cz,registered,27.01.2026,78,正常注册，78天后到期
yw.cz,registered,18.05.2027,554,正常注册，554天后到期
yx.cz,registered,03.09.2026,297,正常注册，297天后到期
yy.cz,registered,08.05.2026,179,正常注册，179天后到期
yz.cz,expiring_soon,13.12.2025,33,即将到期（33天）
z0.cz,expiring_soon,30.12.2025,50,即将到期（50天）
z1.cz,expiring_soon,21.12.2025,41,即将到期（41天）
z2.cz,registered,30.01.2026,81,正常注册，81天后到期
z3.cz,registered,30.01.2026,81,正常注册，81天后到期
z4.cz,registered,30.01.2026,81,正常注册，81天后到期
z5.cz,registered,04.06.2026,206,正常注册，206天后到期
z6.cz,registered,30.01.2027,446,正常注册，446天后到期
z7.cz,registered,16.09.2026,310,正常注册，310天后到期
z8.cz,registered,30.01.2026,81,正常注册，81天后到期
z9.cz,registered,30.01.2027,446,正常注册，446天后到期
za.cz,registered,13.10.2026,337,正常注册，337天后到期
zb.cz,registered,29.12.2026,414,正常注册，414天后到期
zc.cz,registered,15.08.2028,1009,正常注册，1009天后到期
zd.cz,registered,07.04.2026,148,正常注册，148天后到期
ze.cz,registered,01.04.2026,142,正常注册，142天后到期
zf.cz,registered,08.07.2026,240,正常注册，240天后到期
zg.cz,registered,26.05.2034,3119,正常注册，3119天后到期
zh.cz,registered,27.10.2026,351,正常注册，351天后到期
zi.cz,registered,12.01.2026,63,正常注册，63天后到期
zj.cz,registered,09.02.2026,91,正常注册，91天后到期
zk.cz,registered,02.03.2027,477,正常注册，477天后到期
zl.cz,registered,06.10.2026,330,正常注册，330天后到期
zm.cz,registered,31.03.2026,141,正常注册，141天后到期
zn.cz,expiring_soon,16.12.2025,36,即将到期（36天）
zo.cz,registered,02.08.2026,265,正常注册，265天后到期
zp.cz,registered,09.07.2026,241,正常注册，241天后到期
zq.cz,registered,12.02.2026,94,正常注册，94天后到期
zr.cz,registered,20.08.2026,283,正常注册，283天后到期
zs.cz,registered,27.10.2026,351,正常注册，351天后到期
zt.cz,registered,11.10.2029,1431,正常注册，1431天后到期
zu.cz,registered,07.07.2026,239,正常注册，239天后到期
zv.cz,registered,07.05.2026,178,正常注册，178天后到期
zw.cz,registered,15.05.2026,186,正常注册，186天后到期
zx.cz,registered,03.02.2026,85,正常注册，85天后到期
zy.cz,registered,26.07.2026,258,正常注册，258天后到期
zz.cz,registered,13.11.2026,368,正常注册，368天后到期
